spare_ref_ID,product_ref_ID
550e8400-e29b-41d4-a716-446655444015,550e8400-e29b-41d4-a716-446655440010
550e8400-e29b-41d4-a716-446655444015,550e8400-e29b-41d4-a716-446655440011
550e8400-e29b-41d4-a716-446655444015,550e8400-e29b-41d4-a716-446655440019
550e8400-e29b-41d4-a716-446655444016,550e8400-e29b-41d4-a716-446655440009
550e8400-e29b-41d4-a716-446655444016,550e8400-e29b-41d4-a716-446655440010
550e8400-e29b-41d4-a716-446655444016,550e8400-e29b-41d4-a716-446655440019
550e8400-e29b-41d4-a716-446655444017,550e8400-e29b-41d4-a716-446655440009
550e8400-e29b-41d4-a716-446655444017,550e8400-e29b-41d4-a716-446655440010
550e8400-e29b-41d4-a716-446655444017,550e8400-e29b-41d4-a716-446655440011
550e8400-e29b-41d4-a716-446655444017,550e8400-e29b-41d4-a716-446655440012
550e8400-e29b-41d4-a716-446655444018,550e8400-e29b-41d4-a716-446655440013
550e8400-e29b-41d4-a716-446655444018,550e8400-e29b-41d4-a716-446655440014
550e8400-e29b-41d4-a716-446655444018,550e8400-e29b-41d4-a716-446655440019
550e8400-e29b-41d4-a716-446655444019,550e8400-e29b-41d4-a716-446655440013
550e8400-e29b-41d4-a716-446655444019,550e8400-e29b-41d4-a716-446655440014
550e8400-e29b-41d4-a716-446655444019,550e8400-e29b-41d4-a716-446655440016
550e8400-e29b-41d4-a716-446655444019,550e8400-e29b-41d4-a716-446655440017
550e8400-e29b-41d4-a716-446655444020,550e8400-e29b-41d4-a716-446655440001
550e8400-e29b-41d4-a716-446655444020,550e8400-e29b-41d4-a716-446655440002
550e8400-e29b-41d4-a716-446655444020,550e8400-e29b-41d4-a716-446655440003
550e8400-e29b-41d4-a716-446655444020,550e8400-e29b-41d4-a716-446655440004
550e8400-e29b-41d4-a716-446655444020,550e8400-e29b-41d4-a716-446655440005
550e8400-e29b-41d4-a716-446655444020,550e8400-e29b-41d4-a716-446655440016
550e8400-e29b-41d4-a716-446655444020,550e8400-e29b-41d4-a716-446655440017
